Date,County,County_Code,HPI_AllTransactions,Civilian_Labor_Force,Poverty_All_Ages,Permits_Annual,Real_GDP,Population_Annual,Unemployed_Persons,Unemployment_Rate
1974-02-28,Somerset,SOM,,,,,,19.1,,
1974-03-31,Somerset,SOM,,,,,,19.1,,
1974-04-30,Somerset,SOM,,,,,,19.1,,
1974-05-31,Somerset,SOM,,,,,,19.1,,
1974-06-30,Somerset,SOM,,,,,,19.1,,
1974-07-31,Somerset,SOM,,,,,,19.1,,
1974-08-31,Somerset,SOM,,,,,,19.1,,
1974-09-30,Somerset,SOM,,,,,,19.1,,
1974-10-31,Somerset,SOM,,,,,,19.1,,
1974-11-30,Somerset,SOM,,,,,,19.1,,
1974-12-31,Somerset,SOM,,,,,,19.1,,
1975-01-31,Somerset,SOM,,,,,,19.4,,
1975-02-28,Somerset,SOM,,,,,,19.4,,
1975-03-31,Somerset,SOM,,,,,,19.4,,
1975-04-30,Somerset,SOM,,,,,,19.4,,
1975-05-31,Somerset,SOM,,,,,,19.4,,
1975-06-30,Somerset,SOM,,,,,,19.4,,
1975-07-31,Somerset,SOM,,,,,,19.4,,
1975-08-31,Somerset,SOM,,,,,,19.4,,
1975-09-30,Somerset,SOM,,,,,,19.4,,
1975-10-31,Somerset,SOM,,,,,,19.4,,
1975-11-30,Somerset,SOM,,,,,,19.4,,
1975-12-31,Somerset,SOM,,,,,,19.4,,
1976-01-31,Somerset,SOM,,,,,,19.7,,
1976-02-29,Somerset,SOM,,,,,,19.7,,
1976-03-31,Somerset,SOM,,,,,,19.7,,
1976-04-30,Somerset,SOM,,,,,,19.7,,
1976-05-31,Somerset,SOM,,,,,,19.7,,
1976-06-30,Somerset,SOM,,,,,,19.7,,
1976-07-31,Somerset,SOM,,,,,,19.7,,
1976-08-31,Somerset,SOM,,,,,,19.7,,
1976-09-30,Somerset,SOM,,,,,,19.7,,
1976-10-31,Somerset,SOM,,,,,,19.7,,
1976-11-30,Somerset,SOM,,,,,,19.7,,
1976-12-31,Somerset,SOM,,,,,,19.7,,
1977-01-31,Somerset,SOM,,,,,,19.7,,
1977-02-28,Somerset,SOM,,,,,,19.7,,
1977-03-31,Somerset,SOM,,,,,,19.7,,
1977-04-30,Somerset,SOM,,,,,,19.7,,
1977-05-31,Somerset,SOM,,,,,,19.7,,
1977-06-30,Somerset,SOM,,,,,,19.7,,
1977-07-31,Somerset,SOM,,,,,,19.7,,
1977-08-31,Somerset,SOM,,,,,,19.7,,
1977-09-30,Somerset,SOM,,,,,,19.7,,
1977-10-31,Somerset,SOM,,,,,,19.7,,
1977-11-30,Somerset,SOM,,,,,,19.7,,
1977-12-31,Somerset,SOM,,,,,,19.7,,
1978-01-31,Somerset,SOM,,,,,,19.4,,
1978-02-28,Somerset,SOM,,,,,,19.4,,
1978-03-31,Somerset,SOM,,,,,,19.4,,
1978-04-30,Somerset,SOM,,,,,,19.4,,
1978-05-31,Somerset,SOM,,,,,,19.4,,
1978-06-30,Somerset,SOM,,,,,,19.4,,
1978-07-31,Somerset,SOM,,,,,,19.4,,
1978-08-31,Somerset,SOM,,,,,,19.4,,
1978-09-30,Somerset,SOM,,,,,,19.4,,
1978-10-31,Somerset,SOM,,,,,,19.4,,
1978-11-30,Somerset,SOM,,,,,,19.4,,
1978-12-31,Somerset,SOM,,,,,,19.4,,
1979-01-31,Somerset,SOM,,,,,,19.1,,
1979-02-28,Somerset,SOM,,,,,,19.1,,
1979-03-31,Somerset,SOM,,,,,,19.1,,
1979-04-30,Somerset,SOM,,,,,,19.1,,
1979-05-31,Somerset,SOM,,,,,,19.1,,
1979-06-30,Somerset,SOM,,,,,,19.1,,
1979-07-31,Somerset,SOM,,,,,,19.1,,
1979-08-31,Somerset,SOM,,,,,,19.1,,
1979-09-30,Somerset,SOM,,,,,,19.1,,
1979-10-31,Somerset,SOM,,,,,,19.1,,
1979-11-30,Somerset,SOM,,,,,,19.1,,
1979-12-31,Somerset,SOM,,,,,,19.1,,
1980-01-31,Somerset,SOM,,,,,,19.188,,
1980-02-29,Somerset,SOM,,,,,,19.188,,
1980-03-31,Somerset,SOM,,,,,,19.188,,
1980-04-30,Somerset,SOM,,,,,,19.188,,
1980-05-31,Somerset,SOM,,,,,,19.188,,
1980-06-30,Somerset,SOM,,,,,,19.188,,
1980-07-31,Somerset,SOM,,,,,,19.188,,
1980-08-31,Somerset,SOM,,,,,,19.188,,
1980-09-30,Somerset,SOM,,,,,,19.188,,
1980-10-31,Somerset,SOM,,,,,,19.188,,
1980-11-30,Somerset,SOM,,,,,,19.188,,
1980-12-31,Somerset,SOM,,,,,,19.188,,
1981-01-31,Somerset,SOM,,,,,,18.866,,
1981-02-28,Somerset,SOM,,,,,,18.866,,
1981-03-31,Somerset,SOM,,,,,,18.866,,
1981-04-30,Somerset,SOM,,,,,,18.866,,
1981-05-31,Somerset,SOM,,,,,,18.866,,
1981-06-30,Somerset,SOM,,,,,,18.866,,
1981-07-31,Somerset,SOM,,,,,,18.866,,
1981-08-31,Somerset,SOM,,,,,,18.866,,
1981-09-30,Somerset,SOM,,,,,,18.866,,
1981-10-31,Somerset,SOM,,,,,,18.866,,
1981-11-30,Somerset,SOM,,,,,,18.866,,
1981-12-31,Somerset,SOM,,,,,,18.866,,
1982-01-31,Somerset,SOM,,,,,,18.874,,
1982-02-28,Somerset,SOM,,,,,,18.874,,
1982-03-31,Somerset,SOM,,,,,,18.874,,
1982-04-30,Somerset,SOM,,,,,,18.874,,
1982-05-31,Somerset,SOM,,,,,,18.874,,
1982-06-30,Somerset,SOM,,,,,,18.874,,
1982-07-31,Somerset,SOM,,,,,,18.874,,
1982-08-31,Somerset,SOM,,,,,,18.874,,
1982-09-30,Somerset,SOM,,,,,,18.874,,
1982-10-31,Somerset,SOM,,,,,,18.874,,
1982-11-30,Somerset,SOM,,,,,,18.874,,
1982-12-31,Somerset,SOM,,,,,,18.874,,
1983-01-31,Somerset,SOM,,,,,,19.084,,
1983-02-28,Somerset,SOM,,,,,,19.084,,
1983-03-31,Somerset,SOM,,,,,,19.084,,
1983-04-30,Somerset,SOM,,,,,,19.084,,
1983-05-31,Somerset,SOM,,,,,,19.084,,
1983-06-30,Somerset,SOM,,,,,,19.084,,
1983-07-31,Somerset,SOM,,,,,,19.084,,
1983-08-31,Somerset,SOM,,,,,,19.084,,
1983-09-30,Somerset,SOM,,,,,,19.084,,
1983-10-31,Somerset,SOM,,,,,,19.084,,
1983-11-30,Somerset,SOM,,,,,,19.084,,
1983-12-31,Somerset,SOM,,,,,,19.084,,
1984-01-31,Somerset,SOM,,,,,,19.435,,
1984-02-29,Somerset,SOM,,,,,,19.435,,
1984-03-31,Somerset,SOM,,,,,,19.435,,
1984-04-30,Somerset,SOM,,,,,,19.435,,
1984-05-31,Somerset,SOM,,,,,,19.435,,
1984-06-30,Somerset,SOM,,,,,,19.435,,
1984-07-31,Somerset,SOM,,,,,,19.435,,
1984-08-31,Somerset,SOM,,,,,,19.435,,
1984-09-30,Somerset,SOM,,,,,,19.435,,
1984-10-31,Somerset,SOM,,,,,,19.435,,
1984-11-30,Somerset,SOM,,,,,,19.435,,
1984-12-31,Somerset,SOM,,,,,,19.435,,
1985-01-31,Somerset,SOM,,,,,,19.71,,
1985-02-28,Somerset,SOM,,,,,,19.71,,
1985-03-31,Somerset,SOM,,,,,,19.71,,
1985-04-30,Somerset,SOM,,,,,,19.71,,
1985-05-31,Somerset,SOM,,,,,,19.71,,
1985-06-30,Somerset,SOM,,,,,,19.71,,
1985-07-31,Somerset,SOM,,,,,,19.71,,
1985-08-31,Somerset,SOM,,,,,,19.71,,
1985-09-30,Somerset,SOM,,,,,,19.71,,
1985-10-31,Somerset,SOM,,,,,,19.71,,
1985-11-30,Somerset,SOM,,,,,,19.71,,
1985-12-31,Somerset,SOM,,,,,,19.71,,
1986-01-31,Somerset,SOM,,,,,,19.991,,
1986-02-28,Somerset,SOM,,,,,,19.991,,
1986-03-31,Somerset,SOM,,,,,,19.991,,
1986-04-30,Somerset,SOM,,,,,,19.991,,
1986-05-31,Somerset,SOM,,,,,,19.991,,
1986-06-30,Somerset,SOM,,,,,,19.991,,
1986-07-31,Somerset,SOM,,,,,,19.991,,
1986-08-31,Somerset,SOM,,,,,,19.991,,
1986-09-30,Somerset,SOM,,,,,,19.991,,
1986-10-31,Somerset,SOM,,,,,,19.991,,
1986-11-30,Somerset,SOM,,,,,,19.991,,
1986-12-31,Somerset,SOM,,,,,,19.991,,
1987-01-31,Somerset,SOM,,,,,,20.157,,
1987-02-28,Somerset,SOM,,,,,,20.157,,
1987-03-31,Somerset,SOM,,,,,,20.157,,
1987-04-30,Somerset,SOM,,,,,,20.157,,
1987-05-31,Somerset,SOM,,,,,,20.157,,
1987-06-30,Somerset,SOM,,,,,,20.157,,
1987-07-31,Somerset,SOM,,,,,,20.157,,
1987-08-31,Somerset,SOM,,,,,,20.157,,
1987-09-30,Somerset,SOM,,,,,,20.157,,
1987-10-31,Somerset,SOM,,,,,,20.157,,
1987-11-30,Somerset,SOM,,,,,,20.157,,
1987-12-31,Somerset,SOM,,,,,,20.157,,
1988-01-31,Somerset,SOM,,,,,,22.319,,
1988-02-29,Somerset,SOM,,,,,,22.319,,
1988-03-31,Somerset,SOM,,,,,,22.319,,
1988-04-30,Somerset,SOM,,,,,,22.319,,
1988-05-31,Somerset,SOM,,,,,,22.319,,
1988-06-30,Somerset,SOM,,,,,,22.319,,
1988-07-31,Somerset,SOM,,,,,,22.319,,
1988-08-31,Somerset,SOM,,,,,,22.319,,
1988-09-30,Somerset,SOM,,,,,,22.319,,
1988-10-31,Somerset,SOM,,,,,,22.319,,
1988-11-30,Somerset,SOM,,,,,,22.319,,
1988-12-31,Somerset,SOM,,,,,,22.319,,
1989-01-31,Somerset,SOM,,,20.6,,,23.216,,
1989-02-28,Somerset,SOM,,,20.6,,,23.216,,
1989-03-31,Somerset,SOM,,,20.6,,,23.216,,
1989-04-30,Somerset,SOM,,,20.6,,,23.216,,
1989-05-31,Somerset,SOM,,,20.6,,,23.216,,
1989-06-30,Somerset,SOM,,,20.6,,,23.216,,
1989-07-31,Somerset,SOM,,,20.6,,,23.216,,
1989-08-31,Somerset,SOM,,,20.6,,,23.216,,
1989-09-30,Somerset,SOM,,,20.6,,,23.216,,
1989-10-31,Somerset,SOM,,,20.6,,,23.216,,
1989-11-30,Somerset,SOM,,,20.6,,,23.216,,
1989-12-31,Somerset,SOM,,,20.6,,,23.216,,
1990-01-31,Somerset,SOM,,10068.0,,144.0,,23.469,1438.0,14.3
1990-02-28,Somerset,SOM,,8752.0,,144.0,,23.469,1595.0,18.2
1990-03-31,Somerset,SOM,,11021.0,,144.0,,23.469,1549.0,14.1
1990-04-30,Somerset,SOM,,11472.0,,144.0,,23.469,2056.0,17.9
1990-05-31,Somerset,SOM,,11568.0,,144.0,,23.469,1858.0,16.1
1990-06-30,Somerset,SOM,,11581.0,,144.0,,23.469,1775.0,15.3
1990-07-31,Somerset,SOM,,11763.0,,144.0,,23.469,1725.0,14.7
1990-08-31,Somerset,SOM,,11319.0,,144.0,,23.469,1459.0,12.9
1990-09-30,Somerset,SOM,,11225.0,,144.0,,23.469,1264.0,11.3
1990-10-31,Somerset,SOM,,11158.0,,144.0,,23.469,1222.0,11.0
1990-11-30,Somerset,SOM,,11637.0,,144.0,,23.469,1828.0,15.7
1990-12-31,Somerset,SOM,,11614.0,,144.0,,23.469,1854.0,16.0
1991-01-31,Somerset,SOM,,11249.0,,113.0,,23.303,1812.0,16.1
1991-02-28,Somerset,SOM,,11229.0,,113.0,,23.303,1772.0,15.8
1991-03-31,Somerset,SOM,,11238.0,,113.0,,23.303,1715.0,15.3
1991-04-30,Somerset,SOM,,11139.0,,113.0,,23.303,1486.0,13.3
1991-05-31,Somerset,SOM,,11062.0,,113.0,,23.303,1348.0,12.2
1991-06-30,Somerset,SOM,,10876.0,,113.0,,23.303,1089.0,10.0
1991-07-31,Somerset,SOM,,10971.0,,113.0,,23.303,996.0,9.1
1991-08-31,Somerset,SOM,,10847.0,,113.0,,23.303,1031.0,9.5
1991-09-30,Somerset,SOM,,10839.0,,113.0,,23.303,1057.0,9.8
1991-10-31,Somerset,SOM,,10822.0,,113.0,,23.303,1078.0,10.0
1991-11-30,Somerset,SOM,,11186.0,,113.0,,23.303,1528.0,13.7
1991-12-31,Somerset,SOM,,11009.0,,113.0,,23.303,1473.0,13.4
1992-01-31,Somerset,SOM,83.59,11232.0,,118.0,,23.522,1780.0,15.8
1992-02-29,Somerset,SOM,83.59,11403.0,,118.0,,23.522,1873.0,16.4
1992-03-31,Somerset,SOM,83.59,11469.0,,118.0,,23.522,1798.0,15.7
1992-04-30,Somerset,SOM,83.59,11429.0,,118.0,,23.522,1688.0,14.8
1992-05-31,Somerset,SOM,83.59,11519.0,,118.0,,23.522,1541.0,13.4
1992-06-30,Somerset,SOM,83.59,11279.0,,118.0,,23.522,1207.0,10.7
1992-07-31,Somerset,SOM,83.59,11263.0,,118.0,,23.522,1162.0,10.3
1992-08-31,Somerset,SOM,83.59,10926.0,,118.0,,23.522,992.0,9.1
1992-09-30,Somerset,SOM,83.59,10740.0,,118.0,,23.522,799.0,7.4
1992-10-31,Somerset,SOM,83.59,10700.0,,118.0,,23.522,763.0,7.1
1992-11-30,Somerset,SOM,83.59,10961.0,,118.0,,23.522,1105.0,10.1
1992-12-31,Somerset,SOM,83.59,10797.0,,118.0,,23.522,993.0,9.2
1993-01-31,Somerset,SOM,81.68,11052.0,22.3,77.0,,23.86,1521.0,13.8
1993-02-28,Somerset,SOM,81.68,11420.0,22.3,77.0,,23.86,1719.0,15.1
1993-03-31,Somerset,SOM,81.68,11508.0,22.3,77.0,,23.86,1653.0,14.4
1993-04-30,Somerset,SOM,81.68,11639.0,22.3,77.0,,23.86,1595.0,13.7
1993-05-31,Somerset,SOM,81.68,11555.0,22.3,77.0,,23.86,1407.0,12.2
1993-06-30,Somerset,SOM,81.68,12170.0,22.3,77.0,,23.86,1502.0,12.3
1993-07-31,Somerset,SOM,81.68,11338.0,22.3,77.0,,23.86,1026.0,9.0
1993-08-31,Somerset,SOM,81.68,11236.0,22.3,77.0,,23.86,1076.0,9.6
1993-09-30,Somerset,SOM,81.68,11119.0,22.3,77.0,,23.86,1025.0,9.2
1993-10-31,Somerset,SOM,81.68,11219.0,22.3,77.0,,23.86,985.0,8.8
1993-11-30,Somerset,SOM,81.68,11475.0,22.3,77.0,,23.86,1262.0,11.0
1993-12-31,Somerset,SOM,81.68,11669.0,22.3,77.0,,23.86,1369.0,11.7
1994-01-31,Somerset,SOM,80.07,11731.0,,90.0,,24.426,1815.0,15.5
1994-02-28,Somerset,SOM,80.07,11750.0,,90.0,,24.426,1765.0,15.0
1994-03-31,Somerset,SOM,80.07,11901.0,,90.0,,24.426,1679.0,14.1
1994-04-30,Somerset,SOM,80.07,11884.0,,90.0,,24.426,1642.0,13.8
1994-05-31,Somerset,SOM,80.07,11882.0,,90.0,,24.426,1404.0,11.8
1994-06-30,Somerset,SOM,80.07,12245.0,,90.0,,24.426,1647.0,13.5
1994-07-31,Somerset,SOM,80.07,11706.0,,90.0,,24.426,1065.0,9.1
1994-08-31,Somerset,SOM,80.07,11531.0,,90.0,,24.426,1010.0,8.8
1994-09-30,Somerset,SOM,80.07,11451.0,,90.0,,24.426,868.0,7.6
1994-10-31,Somerset,SOM,80.07,11542.0,,90.0,,24.426,900.0,7.8
1994-11-30,Somerset,SOM,80.07,11798.0,,90.0,,24.426,1116.0,9.5
1994-12-31,Somerset,SOM,80.07,12114.0,,90.0,,24.426,1308.0,10.8
1995-01-31,Somerset,SOM,90.43,11420.0,21.4,83.0,,24.455,1618.0,14.2
1995-02-28,Somerset,SOM,90.43,11340.0,21.4,83.0,,24.455,1475.0,13.0
1995-03-31,Somerset,SOM,90.43,11449.0,21.4,83.0,,24.455,1465.0,12.8
1995-04-30,Somerset,SOM,90.43,11551.0,21.4,83.0,,24.455,1615.0,14.0
1995-05-31,Somerset,SOM,90.43,11329.0,21.4,83.0,,24.455,1312.0,11.6
1995-06-30,Somerset,SOM,90.43,11354.0,21.4,83.0,,24.455,1195.0,10.5
1995-07-31,Somerset,SOM,90.43,11202.0,21.4,83.0,,24.455,877.0,7.8
1995-08-31,Somerset,SOM,90.43,11071.0,21.4,83.0,,24.455,819.0,7.4
1995-09-30,Somerset,SOM,90.43,10900.0,21.4,83.0,,24.455,704.0,6.5
1995-10-31,Somerset,SOM,90.43,11097.0,21.4,83.0,,24.455,799.0,7.2
1995-11-30,Somerset,SOM,90.43,11484.0,21.4,83.0,,24.455,1176.0,10.2
1995-12-31,Somerset,SOM,90.43,11532.0,21.4,83.0,,24.455,1289.0,11.2
1996-01-31,Somerset,SOM,85.11,11642.0,,77.0,,24.748,1444.0,12.4
1996-02-29,Somerset,SOM,85.11,11559.0,,77.0,,24.748,1512.0,13.1
1996-03-31,Somerset,SOM,85.11,11537.0,,77.0,,24.748,1420.0,12.3
1996-04-30,Somerset,SOM,85.11,11530.0,,77.0,,24.748,1396.0,12.1
1996-05-31,Somerset,SOM,85.11,11640.0,,77.0,,24.748,1327.0,11.4
1996-06-30,Somerset,SOM,85.11,11812.0,,77.0,,24.748,1319.0,11.2
1996-07-31,Somerset,SOM,85.11,11637.0,,77.0,,24.748,988.0,8.5
1996-08-31,Somerset,SOM,85.11,11410.0,,77.0,,24.748,786.0,6.9
1996-09-30,Somerset,SOM,85.11,11435.0,,77.0,,24.748,731.0,6.4
1996-10-31,Somerset,SOM,85.11,11603.0,,77.0,,24.748,807.0,7.0
1996-11-30,Somerset,SOM,85.11,11797.0,,77.0,,24.748,1046.0,8.9
1996-12-31,Somerset,SOM,85.11,11853.0,,77.0,,24.748,1104.0,9.3
1997-01-31,Somerset,SOM,90.01,11525.0,21.8,71.0,,24.745,1433.0,12.4
1997-02-28,Somerset,SOM,90.01,11526.0,21.8,71.0,,24.745,1419.0,12.3
1997-03-31,Somerset,SOM,90.01,11582.0,21.8,71.0,,24.745,1325.0,11.4
1997-04-30,Somerset,SOM,90.01,11559.0,21.8,71.0,,24.745,1212.0,10.5
1997-05-31,Somerset,SOM,90.01,11637.0,21.8,71.0,,24.745,1148.0,9.9
1997-06-30,Somerset,SOM,90.01,11485.0,21.8,71.0,,24.745,1012.0,8.8
1997-07-31,Somerset,SOM,90.01,11339.0,21.8,71.0,,24.745,772.0,6.8
1997-08-31,Somerset,SOM,90.01,11185.0,21.8,71.0,,24.745,731.0,6.5
1997-09-30,Somerset,SOM,90.01,11271.0,21.8,71.0,,24.745,714.0,6.3
1997-10-31,Somerset,SOM,90.01,11569.0,21.8,71.0,,24.745,791.0,6.8
1997-11-30,Somerset,SOM,90.01,11806.0,21.8,71.0,,24.745,1087.0,9.2
1997-12-31,Somerset,SOM,90.01,11729.0,21.8,71.0,,24.745,1182.0,10.1
1998-01-31,Somerset,SOM,89.53,12052.0,19.8,99.0,,24.647,1340.0,11.1
1998-02-28,Somerset,SOM,89.53,12173.0,19.8,99.0,,24.647,1370.0,11.3
1998-03-31,Somerset,SOM,89.53,12372.0,19.8,99.0,,24.647,1481.0,12.0
1998-04-30,Somerset,SOM,89.53,12262.0,19.8,99.0,,24.647,1343.0,11.0
1998-05-31,Somerset,SOM,89.53,12040.0,19.8,99.0,,24.647,1093.0,9.1
1998-06-30,Somerset,SOM,89.53,11985.0,19.8,99.0,,24.647,1171.0,9.8
1998-07-31,Somerset,SOM,89.53,11842.0,19.8,99.0,,24.647,863.0,7.3
1998-08-31,Somerset,SOM,89.53,11536.0,19.8,99.0,,24.647,779.0,6.8
1998-09-30,Somerset,SOM,89.53,11596.0,19.8,99.0,,24.647,747.0,6.4
1998-10-31,Somerset,SOM,89.53,11629.0,19.8,99.0,,24.647,746.0,6.4
1998-11-30,Somerset,SOM,89.53,11849.0,19.8,99.0,,24.647,893.0,7.5
1998-12-31,Somerset,SOM,89.53,11800.0,19.8,99.0,,24.647,830.0,7.0
1999-01-31,Somerset,SOM,93.65,11489.0,18.2,66.0,,24.766,1069.0,9.3
1999-02-28,Somerset,SOM,93.65,11713.0,18.2,66.0,,24.766,1095.0,9.3
1999-03-31,Somerset,SOM,93.65,11609.0,18.2,66.0,,24.766,1028.0,8.9
1999-04-30,Somerset,SOM,93.65,11537.0,18.2,66.0,,24.766,933.0,8.1
1999-05-31,Somerset,SOM,93.65,11357.0,18.2,66.0,,24.766,873.0,7.7
1999-06-30,Somerset,SOM,93.65,11572.0,18.2,66.0,,24.766,973.0,8.4
1999-07-31,Somerset,SOM,93.65,11227.0,18.2,66.0,,24.766,728.0,6.5
1999-08-31,Somerset,SOM,93.65,10997.0,18.2,66.0,,24.766,627.0,5.7
1999-09-30,Somerset,SOM,93.65,11047.0,18.2,66.0,,24.766,643.0,5.8
1999-10-31,Somerset,SOM,93.65,11137.0,18.2,66.0,,24.766,591.0,5.3
1999-11-30,Somerset,SOM,93.65,11355.0,18.2,66.0,,24.766,747.0,6.6
1999-12-31,Somerset,SOM,93.65,11286.0,18.2,66.0,,24.766,751.0,6.7
2000-01-31,Somerset,SOM,100.0,10265.0,20.8,27.0,,24.712,701.0,6.8
2000-02-29,Somerset,SOM,100.0,10279.0,20.8,27.0,,24.712,732.0,7.1
2000-03-31,Somerset,SOM,100.0,10323.0,20.8,27.0,,24.712,744.0,7.2
2000-04-30,Somerset,SOM,100.0,10327.0,20.8,27.0,,24.712,636.0,6.2
2000-05-31,Somerset,SOM,100.0,10394.0,20.8,27.0,,24.712,636.0,6.1
2000-06-30,Somerset,SOM,100.0,10693.0,20.8,27.0,,24.712,679.0,6.3
2000-07-31,Somerset,SOM,100.0,10774.0,20.8,27.0,,24.712,644.0,6.0
2000-08-31,Somerset,SOM,100.0,10507.0,20.8,27.0,,24.712,651.0,6.2
2000-09-30,Somerset,SOM,100.0,10473.0,20.8,27.0,,24.712,563.0,5.4
2000-10-31,Somerset,SOM,100.0,10421.0,20.8,27.0,,24.712,556.0,5.3
2000-11-30,Somerset,SOM,100.0,10487.0,20.8,27.0,,24.712,649.0,6.2
2000-12-31,Somerset,SOM,100.0,10483.0,20.8,27.0,,24.712,641.0,6.1
2001-01-31,Somerset,SOM,106.81,10765.0,20.9,45.0,690094.0,25.118,840.0,7.8
2001-02-28,Somerset,SOM,106.81,10759.0,20.9,45.0,690094.0,25.118,786.0,7.3
2001-03-31,Somerset,SOM,106.81,10812.0,20.9,45.0,690094.0,25.118,812.0,7.5
2001-04-30,Somerset,SOM,106.81,10749.0,20.9,45.0,690094.0,25.118,714.0,6.6
2001-05-31,Somerset,SOM,106.81,10758.0,20.9,45.0,690094.0,25.118,658.0,6.1
2001-06-30,Somerset,SOM,106.81,11055.0,20.9,45.0,690094.0,25.118,718.0,6.5
2001-07-31,Somerset,SOM,106.81,11132.0,20.9,45.0,690094.0,25.118,666.0,6.0
2001-08-31,Somerset,SOM,106.81,10990.0,20.9,45.0,690094.0,25.118,704.0,6.4
2001-09-30,Somerset,SOM,106.81,10975.0,20.9,45.0,690094.0,25.118,663.0,6.0
2001-10-31,Somerset,SOM,106.81,10931.0,20.9,45.0,690094.0,25.118,760.0,7.0
2001-11-30,Somerset,SOM,106.81,10834.0,20.9,45.0,690094.0,25.118,824.0,7.6
2001-12-31,Somerset,SOM,106.81,10847.0,20.9,45.0,690094.0,25.118,815.0,7.5
2002-01-31,Somerset,SOM,112.56,10947.0,22.7,74.0,679517.0,25.359,933.0,8.5
2002-02-28,Somerset,SOM,112.56,11122.0,22.7,74.0,679517.0,25.359,928.0,8.3
2002-03-31,Somerset,SOM,112.56,11194.0,22.7,74.0,679517.0,25.359,886.0,7.9
2002-04-30,Somerset,SOM,112.56,10970.0,22.7,74.0,679517.0,25.359,766.0,7.0
2002-05-31,Somerset,SOM,112.56,10982.0,22.7,74.0,679517.0,25.359,661.0,6.0
2002-06-30,Somerset,SOM,112.56,11274.0,22.7,74.0,679517.0,25.359,745.0,6.6
2002-07-31,Somerset,SOM,112.56,11359.0,22.7,74.0,679517.0,25.359,712.0,6.3
2002-08-31,Somerset,SOM,112.56,11469.0,22.7,74.0,679517.0,25.359,733.0,6.4
2002-09-30,Somerset,SOM,112.56,11112.0,22.7,74.0,679517.0,25.359,597.0,5.4
2002-10-31,Somerset,SOM,112.56,11024.0,22.7,74.0,679517.0,25.359,627.0,5.7
2002-11-30,Somerset,SOM,112.56,10927.0,22.7,74.0,679517.0,25.359,687.0,6.3
2002-12-31,Somerset,SOM,112.56,10908.0,22.7,74.0,679517.0,25.359,724.0,6.6
2003-01-31,Somerset,SOM,118.65,10573.0,19.4,230.0,698040.0,25.404,885.0,8.4
2003-02-28,Somerset,SOM,118.65,10552.0,19.4,230.0,698040.0,25.404,838.0,7.9
2003-03-31,Somerset,SOM,118.65,10581.0,19.4,230.0,698040.0,25.404,803.0,7.6
2003-04-30,Somerset,SOM,118.65,10728.0,19.4,230.0,698040.0,25.404,706.0,6.6
